id,signal_box_name,signal_prefix,workstation_name,signalling_method,eco_name,eco_type,elr,lor,mileage_from_raw,mileage_from_ch,mileage_to_raw,mileage_to_ch,source_doc,source_page,loaded_at
17307,Manchester East S.C.C.,"GB, AS, RJ",,TCB,Crewe,AC,GBS1,,3m 52ch,292,5m 32ch,432,London North Western (North) Sectional Appendix March 2026.pdf,569,2026-04-28T02:40:55.766584
17308,Manchester East S.C.C.,"GB, AS, RJ",,TCB,Crewe,AC,AYS,,1m 38ch,118,2m 54ch,214,London North Western (North) Sectional Appendix March 2026.pdf,570,2026-04-28T02:40:55.840044
17309,Manchester East,AS,,TCB,Crewe,AC,PPA3,NW5015,0m 53ch,53,1m 36ch,116,London North Western (North) Sectional Appendix March 2026.pdf,571,2026-04-28T02:40:55.915665
17310,Dinting SB,DG,,,Crewe,AC,DSD,NW5017,0m 71ch,71,1m 05ch,85,London North Western (North) Sectional Appendix March 2026.pdf,572,2026-04-28T02:40:55.989303
17311,Manchester East S.C.C.,"GB, AS, RJ",,TCB,Crewe,AC,GBN,NW5021,0m 04ch,4,0m 19ch,19,London North Western (North) Sectional Appendix March 2026.pdf,574,2026-04-28T02:40:56.177729
17312,Manchester East S.C.C.,"GB, AS, RJ",Manchester North Workstation,TCB,Crewe,AC,GBS2,NW5021,0m 48ch,48,1m 21ch,101,London North Western (North) Sectional Appendix March 2026.pdf,575,2026-04-28T02:40:56.278035
17313,Manchester ROC,MN,,TCB,Crewe,AC,,NW5021,2m 11ch,171,2m 20ch,180,London North Western (North) Sectional Appendix March 2026.pdf,576,2026-04-28T02:40:56.311574
17314,Manchester ROC U,,,TCB,Crewe,AC,COL,NW6001,189m 17ch,15137,189m 40ch,15160,London North Western (North) Sectional Appendix March 2026.pdf,602,2026-04-28T02:40:57.076374
17315,Manchester ROC,,,TCB,Crewe,AC,COL,NW6001,189m 50ch,15170,190m 05ch,15205,London North Western (North) Sectional Appendix March 2026.pdf,603,2026-04-28T02:40:57.164448
17316,Manchester Piccadilly S.C.C.,MP,Windsor Bridge Panel,TCB,Crewe,AC,MVE1,NW6001,1m 58ch,138,191m 01ch,15281,London North Western (North) Sectional Appendix March 2026.pdf,605,2026-04-28T02:40:57.352946
17317,Manchester Piccadilly S.C.C.,MP,Windsor Bridge Panel,TCB,Crewe,AC,MVE1,NW6001,2m 11ch,171,8m 10ch,650,London North Western (North) Sectional Appendix March 2026.pdf,606,2026-04-28T02:40:57.447891
17318,Manchester Piccadilly S.C.C.,MP,Windsor Bridge Panel,TCB,Crewe,AC,MVE1,NW6001,8m 25ch,665,10m 09ch,809,London North Western (North) Sectional Appendix March 2026.pdf,607,2026-04-28T02:40:57.520345
17319,Manchester Piccadilly S.C.C.,MP,Windsor Bridge Panel,TCB,Crewe,AC,MVE2,NW6001,15m 50ch,1250,22m 20ch,1780,London North Western (North) Sectional Appendix March 2026.pdf,609,2026-04-28T02:40:57.715727
17320,Preston PSB,PN,'B' Panel,TCB,Crewe,AC,MVE2,NW6001,23m 20ch,1860,25m 30ch,2030,London North Western (North) Sectional Appendix March 2026.pdf,610,2026-04-28T02:40:57.793630
17321,Ma n c h e s te r R O C,,,TCB,Down CLC,DC,MAJ,NW6003,32m 54ch,2614,33m 57ch,2697,London North Western (North) Sectional Appendix March 2026.pdf,611,2026-04-28T02:40:57.880369
17322,Manchester ROC,,,TCB,Crewe,AC,TPS3,NW6003,31m 20ch,2500,32m 09ch,2569,London North Western (North) Sectional Appendix March 2026.pdf,612,2026-04-28T02:40:57.983397
17323,Manchester ROC,,,TCB,Crewe,AC,TPS2,,28m 40ch,2280,30m 68ch,2468,London North Western (North) Sectional Appendix March 2026.pdf,613,2026-04-28T02:40:58.089674
17324,Glazebrook East Junction SB,GE,,TCB,Down CLC,DC,MAJ,NW6003,24m 53ch,1973,27m 65ch,2225,London North Western (North) Sectional Appendix March 2026.pdf,614,2026-04-28T02:40:58.173880
17325,Warrington Central SB,WC,,TCB,,,MAJ,NW6003,18m 30ch,1470,24m 37ch,1957,London North Western (North) Sectional Appendix March 2026.pdf,615,2026-04-28T02:40:58.257805
17326,Warrington Central SB,WC,,TCB,,,MAJ,,8m 15ch,655,17m 11ch,1371,London North Western (North) Sectional Appendix March 2026.pdf,616,2026-04-28T02:40:58.354714
17327,Hunts Cross SB,HC,,TCB,Sandhills,DC,AHX,NW6003,6m 11ch,491,7m 12ch,572,London North Western (North) Sectional Appendix March 2026.pdf,617,2026-04-28T02:40:58.451985
17328,Manchester ROC,,,TCB,Crewe,AC,AHX,NW6003,0m 00ch,0,0m 00ch,0,London North Western (North) Sectional Appendix March 2026.pdf,618,2026-04-28T02:40:58.526932
17329,Manchester ROC,,,TCB,Crewe,AC,,,190m 05ch,15205,190m 61ch,15261,London North Western (North) Sectional Appendix March 2026.pdf,619,2026-04-28T02:40:58.626530
17330,Manchester ROC,,,TCB,Crewe,AC,MVE1,NW6005,0m 00ch,0,0m 31ch,31,London North Western (North) Sectional Appendix March 2026.pdf,621,2026-04-28T02:40:58.718517
17331,Manchester ROC,,,TCB,Crewe,AC,MVE1,NW6005,0m 32ch,32,0m 66ch,66,London North Western (North) Sectional Appendix March 2026.pdf,622,2026-04-28T02:40:58.821882
17332,Manchester Piccadilly S.C.C.,MP,Windsor Bridge Panel,TCB,Crewe,AC,MVE1,NW6005,1m 46ch,126,1m 59ch,139,London North Western (North) Sectional Appendix March 2026.pdf,623,2026-04-28T02:40:58.893521
17333,Manchester ROC U,,,TCB,Crewe,AC,DSE,NW6007,30m 64ch,2464,31m 18ch,2498,London North Western (North) Sectional Appendix March 2026.pdf,625,2026-04-28T02:40:58.981054
17334,Manchester ROC U,,,TCB,Crewe,AC,DSE,NW6007,30m 38ch,2438,30m 38ch,2438,London North Western (North) Sectional Appendix March 2026.pdf,626,2026-04-28T02:40:59.052685
17335,Manchester Piccadilly S.C.C.,MP,Windsor Bridge Panel,TCB,Crewe,AC,WBS1,NW6009,1m 59ch,139,5m 61ch,461,London North Western (North) Sectional Appendix March 2026.pdf,628,2026-04-28T02:40:59.146359
17336,Manchester Piccadilly S.C.C.,MP,Crow Nest Workstation,TCB,Crewe,AC,WBS2,NW6009,7m 32ch,592,14m 64ch,1184,London North Western (North) Sectional Appendix March 2026.pdf,629,2026-04-28T02:40:59.250877
17337,Manchester Piccadilly S.C.C.,MP,Crow Nest Workstation,TCB,Crewe,AC,WBS2,NW6009,15m 17ch,1217,17m 72ch,1432,London North Western (North) Sectional Appendix March 2026.pdf,630,2026-04-28T02:40:59.363422
17338,Wigan Wallgate SB,WW,,,,,WBS3,NW6009,18m 04ch,1444,22m 30ch,1790,London North Western (North) Sectional Appendix March 2026.pdf,631,2026-04-28T02:40:59.461710
17339,Parbold SB,PD,,,,,WBS3,NW6009,23m 43ch,1883,26m 23ch,2103,London North Western (North) Sectional Appendix March 2026.pdf,632,2026-04-28T02:40:59.554801
17340,Burscough Bridge Junction SB,BB,,AB,,,WBS3,NW6009,26m 41ch,2121,32m 20ch,2580,London North Western (North) Sectional Appendix March 2026.pdf,633,2026-04-28T02:40:59.655220
17341,Burscough Bridge Junction SB,BB,,TCB,,,HXS3,NW6009,32m 44ch,2604,35m 27ch,2827,London North Western (North) Sectional Appendix March 2026.pdf,634,2026-04-28T02:40:59.755879
17342,Manchester Piccadilly S.C.C.,MP,Windsor Bridge Panel,TCB,,,BBB,NW6011,13m 45ch,1085,17m 60ch,1420,London North Western (North) Sectional Appendix March 2026.pdf,636,2026-04-28T02:40:59.932471
17343,Preston SB,PN,,,,,BBB,NW6011,19m 19ch,1539,24m 08ch,1928,London North Western (North) Sectional Appendix March 2026.pdf,637,2026-04-28T02:41:00.007300
17344,Manchester Piccadilly S.C.C.,MP,Windsor Bridge Panel,TCB,Crewe,AC,LCN,,13m 39ch,1079,17m 18ch,1378,London North Western (North) Sectional Appendix March 2026.pdf,638,2026-04-28T02:41:00.093868
17345,to 19m 07ch on the Up Liverpool.,,,AB,,,WKL1,,18m 04ch,1444,18m 50ch,1490,London North Western (North) Sectional Appendix March 2026.pdf,639,2026-04-28T02:41:00.185553
17346,Wigan Wallgate SB,WW,,,,,WKL2,,22m 24ch,1784,24m 51ch,1971,London North Western (North) Sectional Appendix March 2026.pdf,641,2026-04-28T02:41:00.349068
17347,Rainford Junction SB,RJ,,,,,WKL2,,25m 52ch,2052,28m 55ch,2295,London North Western (North) Sectional Appendix March 2026.pdf,642,2026-04-28T02:41:00.433082
17348,Manchester ROC,,,TCB,Crewe,AC,MVM,NW7001,0m 00ch,0,0m 31ch,31,London North Western (North) Sectional Appendix March 2026.pdf,662,2026-04-28T02:41:01.228960
17349,Manchester ROC,MN,,TCB,Crewe,AC,MPR1,NW7001,1m 22ch,102,1m 22ch,102,London North Western (North) Sectional Appendix March 2026.pdf,663,2026-04-28T02:41:01.340677
17350,Manchester ROC,,,TCB,,,MVN2,NW7001,1m 52ch,132,2m 21ch,181,London North Western (North) Sectional Appendix March 2026.pdf,664,2026-04-28T02:41:01.433911
17351,Manchester ROC,MN,Manchester North Workstation,TCB,,,MVN2,NW7001,2m 36ch,196,2m 36ch,196,London North Western (North) Sectional Appendix March 2026.pdf,665,2026-04-28T02:41:01.504327
17352,Manchester ROC,,,TCB,,,MVN2,NW7001,3m 75ch,315,5m 74ch,474,London North Western (North) Sectional Appendix March 2026.pdf,666,2026-04-28T02:41:01.590973
17353,Castleton East Jn SB,CE,,,,,MVN2,NW7001,8m 21ch,661,8m 64ch,704,London North Western (North) Sectional Appendix March 2026.pdf,667,2026-04-28T02:41:01.682270
17354,Rochdale West SB,TH,'A' Panel,,,,MVN2,NW7001,12m 60ch,1020,14m 40ch,1160,London North Western (North) Sectional Appendix March 2026.pdf,669,2026-04-28T02:41:01.836951
17355,Preston SB,PN,,,,,MVN2,NW7001,18m 24ch,1464,19m 30ch,1550,London North Western (North) Sectional Appendix March 2026.pdf,671,2026-04-28T02:41:02.002310
17356,Preston SB,PN,,,,,MVN2,NW7001,19m 61ch,1581,20m 07ch,1607,London North Western (North) Sectional Appendix March 2026.pdf,672,2026-04-28T02:41:02.025147
17357,Preston PSB,PN,'A' Panel,TCB,,,MVN2,NW7001,20m 44ch,1644,23m 50ch,1890,London North Western (North) Sectional Appendix March 2026.pdf,673,2026-04-28T02:41:02.101726
17358,Siding Castleton East Junction SB,CE,,,,,CSD,,0m 00ch,0,9m 06ch,726,London North Western (North) Sectional Appendix March 2026.pdf,675,2026-04-28T02:41:02.197547
17359,Preston SB,PN,,TCB,,,SFO,,0m 18ch,18,19m 30ch,1550,London North Western (North) Sectional Appendix March 2026.pdf,676,2026-04-28T02:41:02.269206
17360,Midge Hall SB,MH,,,,,FCO,NW7007,24m 08ch,1928,25m 62ch,2062,London North Western (North) Sectional Appendix March 2026.pdf,678,2026-04-28T02:41:02.354508
17361,Midge Hall SB,MH,,,,,FCO,NW7007,20m 18ch,1618,23m 43ch,1883,London North Western (North) Sectional Appendix March 2026.pdf,679,2026-04-28T02:41:02.444198
17362,Midge Hall SB,MH,,,,,FCO,NW7007,17m 49ch,1409,19m 68ch,1588,London North Western (North) Sectional Appendix March 2026.pdf,680,2026-04-28T02:41:02.532493
17363,Rufford SB,RD,,,,,FCO,NW7007,12m 16ch,976,16m 56ch,1336,London North Western (North) Sectional Appendix March 2026.pdf,681,2026-04-28T02:41:02.615024
17364,Preston PSB,PN,'B' Panel,TCB,,,FHR4,,2m 29ch,189,4m 49ch,369,London North Western (North) Sectional Appendix March 2026.pdf,684,2026-04-28T02:41:02.852629
17365,Preston PSB,PN,'A' Panel,TCB,,,FHR5,,11m 09ch,889,14m 76ch,1196,London North Western (North) Sectional Appendix March 2026.pdf,687,2026-04-28T02:41:03.124263
17366,Preston SB,PN,,,,,FHR5,,15m 56ch,1256,17m 41ch,1401,London North Western (North) Sectional Appendix March 2026.pdf,688,2026-04-28T02:41:03.198854
17367,Preston PSB,PN,'A' Panel,TCB,,,FHR6,,18m 50ch,1490,21m 03ch,1683,London North Western (North) Sectional Appendix March 2026.pdf,689,2026-04-28T02:41:03.287939
17368,Preston PSB,PN,,TCB,,,FHR6,,21m 67ch,1747,27m 30ch,2190,London North Western (North) Sectional Appendix March 2026.pdf,690,2026-04-28T02:41:03.370449
17369,Preston SB,PN,,,,,FHR6,,28m 72ch,2312,30m 54ch,2454,London North Western (North) Sectional Appendix March 2026.pdf,691,2026-04-28T02:41:03.457535
17370,Preston PSB,PN,,TCB,Crewe,AC,LHL,NW7011,0m 77ch,77,18m 76ch,1516,London North Western (North) Sectional Appendix March 2026.pdf,692,2026-04-28T02:41:03.543545
17371,applies between Daisyfield box and Horrocksford,PN,'A' Panel,AB,,,DJH,NW7013,11m 09ch,889,14m 06ch,1126,London North Western (North) Sectional Appendix March 2026.pdf,693,2026-04-28T02:41:03.634228
17372,B Daisyfield SB,OS,,,,,DJH,NW7013,15m 05ch,1205,20m 77ch,1677,London North Western (North) Sectional Appendix March 2026.pdf,694,2026-04-28T02:41:03.723024
17373,B Horrocksford Jn SB,HJ,,,,,HOK,NW7013,21m 26ch,1706,26m 37ch,2117,London North Western (North) Sectional Appendix March 2026.pdf,695,2026-04-28T02:41:03.802427
17374,B Hellifield SB,HD,,,,,DJH,NW7013,28m 57ch,2297,34m 68ch,2788,London North Western (North) Sectional Appendix March 2026.pdf,696,2026-04-28T02:41:03.878099
17375,Manchester ROC,,,TCB,,,MPR2,,2m 22ch,182,2m 78ch,238,London North Western (North) Sectional Appendix March 2026.pdf,700,2026-04-28T02:41:04.051997
17376,Manchester ROC,MN,,TCB,Crewe,AC,MVL1,NW7021,1m 22ch,102,1m 57ch,137,London North Western (North) Sectional Appendix March 2026.pdf,704,2026-04-28T02:41:04.163033
17377,Manchester ROC,MN,,TCB,Crewe,AC,MVL1,NW7021,2m 05ch,165,3m 39ch,279,London North Western (North) Sectional Appendix March 2026.pdf,705,2026-04-28T02:41:04.248368
17378,Manchester ROC,MN,Manchester North Workstation,TCB,Crewe,AC,MVL1,NW7021,5m 34ch,434,6m 59ch,539,London North Western (North) Sectional Appendix March 2026.pdf,706,2026-04-28T02:41:04.354024
17379,Manchester ROC,MN,Manchester North Workstation,TCB,Crewe,AC,MVL3,NW7021,7m 50ch,610,8m 41ch,681,London North Western (North) Sectional Appendix March 2026.pdf,707,2026-04-28T02:41:04.466274
17380,Manchester ROC,SE,Manchester North Workstation,TCB,,,MVL3,NW7021,10m 08ch,808,13m 64ch,1104,London North Western (North) Sectional Appendix March 2026.pdf,708,2026-04-28T02:41:04.561537
17381,Manchester ROC,,,TCB,Crewe,AC,PPA1,NW7025,1m 57ch,137,2m 35ch,195,London North Western (North) Sectional Appendix March 2026.pdf,712,2026-04-28T02:41:04.789431
17382,Hunts Cross SB,HC,,TCB,Sandhills,DC,HXS1,NW8001,4m 56ch,376,6m 11ch,491,London North Western (North) Sectional Appendix March 2026.pdf,738,2026-04-28T02:41:05.671912
17383,Hunts Cross SB,HC,,TCB,Sandhills,DC,HXS1,NW8001,1m 43ch,123,4m 43ch,363,London North Western (North) Sectional Appendix March 2026.pdf,739,2026-04-28T02:41:05.759077
17384,Hunts Cross SB,HC,,TCB,Sandhills,DC,HXS1,NW8001,0m 72ch,72,1m 21ch,101,London North Western (North) Sectional Appendix March 2026.pdf,740,2026-04-28T02:41:05.838762
17385,Merseyrail SB,ML,,TCB,Sandhills,DC,HXS2,NW8001,0m 02ch,2,37m 05ch,2965,London North Western (North) Sectional Appendix March 2026.pdf,741,2026-04-28T02:41:05.916668
17386,Merseyrail SB,ML,,TCB,Sandhills,DC,HXS2,NW8001,35m 72ch,2872,36m 45ch,2925,London North Western (North) Sectional Appendix March 2026.pdf,742,2026-04-28T02:41:06.000329
17387,Merseyrail SB,ML,,TCB,Sandhills,DC,HXS3,NW8001,34m 75ch,2795,35m 03ch,2803,London North Western (North) Sectional Appendix March 2026.pdf,743,2026-04-28T02:41:06.024265
17388,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,BSJ,NW8001,2m 06ch,166,2m 61ch,221,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-28T02:41:06.125334
17389,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,HXS3,NW8001,3m 15ch,255,4m 14ch,334,London North Western (North) Sectional Appendix March 2026.pdf,745,2026-04-28T02:41:06.209863
17390,Merseyrail S.C.C. (ML},,,TCB,Sandhills,DC,HXS3,NW8001,5m 20ch,420,7m 14ch,574,London North Western (North) Sectional Appendix March 2026.pdf,746,2026-04-28T02:41:06.290214
17391,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,HXS3,NW8001,9m 09ch,729,14m 67ch,1187,London North Western (North) Sectional Appendix March 2026.pdf,747,2026-04-28T02:41:06.383039
17392,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,HXS3,NW8001,16m 26ch,1306,18m 00ch,1440,London North Western (North) Sectional Appendix March 2026.pdf,748,2026-04-28T02:41:06.461451
17393,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,HXS3,NW8001,18m 35ch,1475,18m 35ch,1475,London North Western (North) Sectional Appendix March 2026.pdf,749,2026-04-28T02:41:06.542097
17394,Merseyrail S.C.C.,ML,Northern Line Workstation,TCB,Sandhills,DC,MIR1,,0m 31ch,31,2m 21ch,181,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-28T02:41:06.643869
17395,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,SJO1,NW8005,34m 03ch,2723,34m 75ch,2795,London North Western (North) Sectional Appendix March 2026.pdf,751,2026-04-28T02:41:06.726496
17396,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,SJO2,NW8005,3m 45ch,285,33m 71ch,2711,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-28T02:41:06.814292
17397,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,SJO2,NW8005,4m 62ch,382,7m 29ch,589,London North Western (North) Sectional Appendix March 2026.pdf,753,2026-04-28T02:41:06.915901
17398,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,SJO2,NW8005,8m 16ch,656,12m 15ch,975,London North Western (North) Sectional Appendix March 2026.pdf,754,2026-04-28T02:41:07.012098
17399,OT Merseyrail SB,ML,,,Sandhills on Down Southport,DC,NMM,,2m 34ch,194,2m 34ch,194,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-28T02:41:07.100087
17400,OT Merseyrail SB,ML,,,Sandhills,DC,AFL,,0m 00ch,0,32m 65ch,2625,London North Western (North) Sectional Appendix March 2026.pdf,756,2026-04-28T02:41:07.184952
17401,Merseyrail S.C.C.,ML,Northern Line Workstation,TCB,Sandhills,DC,WJK,NW8009,32m 60ch,2620,33m 16ch,2656,London North Western (North) Sectional Appendix March 2026.pdf,758,2026-04-28T02:41:07.275772
17402,Merseyrail S.C.C.,ML,Northern Line Workstation,TCB,Sandhills,DC,WKL2,NW8009,28m 55ch,2295,31m 31ch,2511,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-28T02:41:07.375988
17403,Merseyrail S.C.C.,ML,Wirral Line Workstation,TCB,Sandhills,DC,MIR1,NW8011,0m 00ch,0,1m 06ch,86,London North Western (North) Sectional Appendix March 2026.pdf,760,2026-04-28T02:41:07.463152
17404,Merseyrail S.C.C.,ML,Wirral Line Workstation,TCB,Sandhills,DC,MIR2,NW8011,0m 72ch,72,2m 21ch,181,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-28T02:41:07.550799
17405,Merseyrail SB,ML,,TCB,Sandhills,DC,CWK1,NW8011,1m 60ch,140,2m 24ch,184,London North Western (North) Sectional Appendix March 2026.pdf,762,2026-04-28T02:41:07.628947
17406,Merseyrail SB,ML,,TCB,Sandhills,DC,CWK2,NW8011,2m 69ch,229,3m 75ch,315,London North Western (North) Sectional Appendix March 2026.pdf,763,2026-04-28T02:41:07.659568
17407,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,CWK2,NW8011,4m 40ch,360,4m 40ch,360,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-28T02:41:07.742027
17408,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,BOS,NW8011,4m 64ch,384,5m 65ch,465,London North Western (North) Sectional Appendix March 2026.pdf,765,2026-04-28T02:41:07.827960
17409,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,CWK3,NW8011,6m 29ch,509,9m 05ch,725,London North Western (North) Sectional Appendix March 2026.pdf,766,2026-04-28T02:41:07.911687
17410,Merseyrail S.C.C.,ML,,TCB,Sandhills,DC,CWK3,NW8011,9m 27ch,747,10m 46ch,846,London North Western (North) Sectional Appendix March 2026.pdf,767,2026-04-28T02:41:07.982273
17411,Merseyrail SB,ML,,TCB,Sandhills,DC,MIR2,,1m 60ch,140,2m 30ch,190,London North Western (North) Sectional Appendix March 2026.pdf,768,2026-04-28T02:41:08.065967
17412,Merseyrail SB,ML,,TCB,Sandhills,DC,CRR2,NW8013,2m 39ch,199,3m 42ch,282,London North Western (North) Sectional Appendix March 2026.pdf,769,2026-04-28T02:41:08.101775
17413,Merseyrail SB,ML,,TCB,Sandhills,DC,CRR2,NW8013,10m 38ch,838,13m 30ch,1070,London North Western (North) Sectional Appendix March 2026.pdf,770,2026-04-28T02:41:08.183085
17414,Chester PSB,HN,Hooton Panel,TCB,Sandhills,DC,CRR2,,7m 68ch,628,9m 71ch,791,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-28T02:41:08.266460
17415,Merseyrail SB,ML,,TCB,Sandhills,DC,BEN,,4m 40ch,360,5m 48ch,448,London North Western (North) Sectional Appendix March 2026.pdf,772,2026-04-28T02:41:08.342305
17416,YorkROC,,,TCB,,,MAS,NW9001,155m 74ch,12474,159m 04ch,12724,London North Western (North) Sectional Appendix March 2026.pdf,799,2026-04-28T02:41:09.214761
17417,YorkROC,,,TCB,,,MAS,NW9001,159m 34ch,12754,162m 42ch,13002,London North Western (North) Sectional Appendix March 2026.pdf,800,2026-04-28T02:41:09.327480
17418,to 165m 20ch on the Up Main.,ES,,AB,,,MAS,NW9001,164m 26ch,13146,165m 40ch,13240,London North Western (North) Sectional Appendix March 2026.pdf,801,2026-04-28T02:41:09.443592
17419,Edale SB,EE,,,,,MAS,NW9001,169m 14ch,13534,173m 01ch,13841,London North Western (North) Sectional Appendix March 2026.pdf,802,2026-04-28T02:41:09.536210
17420,Chinley SB,CY,,,,,NMC1,NW9001,171m 68ch,13748,172m 60ch,13820,London North Western (North) Sectional Appendix March 2026.pdf,804,2026-04-28T02:41:09.694447
17421,Edgeley Junction No.1 SB (EY1) U,,,TCB,Crewe,AC,BEJ,NW9001,0m 00ch,0,1m 25ch,105,London North Western (North) Sectional Appendix March 2026.pdf,807,2026-04-28T02:41:09.924019
17422,Chinley SB,CY,,,,,CNB1,NW9005,163m 72ch,13112,166m 44ch,13324,London North Western (North) Sectional Appendix March 2026.pdf,811,2026-04-28T02:41:10.203693
17423,P W S not provided in the Peak Forest South,,,T,,,CNB1,NW9005,163m 24ch,13064,163m 57ch,13097,London North Western (North) Sectional Appendix March 2026.pdf,812,2026-04-28T02:41:10.306285
17424,Great Rocks Junction SB,GR,,,,,CNB1,NW9005,162m 13ch,12973,163m 07ch,13047,London North Western (North) Sectional Appendix March 2026.pdf,813,2026-04-28T02:41:10.401218
17425,New Mills Central SB,NM,,TCB,,,TTA1,NW9007,171m 68ch,13748,173m 15ch,13855,London North Western (North) Sectional Appendix March 2026.pdf,817,2026-04-28T02:41:10.687279
